Person 1: (29, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6183: (3, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6184: (30, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6185: (29, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6186: (24, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6187: (7, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6188: (17, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6189: (30, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6190: (15, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6191: (25, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6192: (1, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6193: (9, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6194: (19, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6195: (22, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6196: (2, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6197: (22, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6198: (21, 5), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6199: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6200: (16, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6201: (17, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6202: (29, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6203: (13, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6204: (0, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6205: (19, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6206: (13, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6207: (1, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6208: (5, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6209: (27, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6210: (28, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6211: (0, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6212: (21, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6213: (19, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6214: (15, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6215: (2, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6216: (21, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6217: (26, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6218: (6, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6219: (20, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6220: (24, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6221: (28, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6222: (7, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6223: (23, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6224: (24, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6225: (30, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6226: (5, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6227: (0, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6228: (0, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6229: (20, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6230: (0, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6231: (11, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6232: (6, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6233: (25, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6234: (28, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6235: (19, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6236: (2, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6237: (26, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6238: (15, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6239: (23, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6240: (21, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6241: (7, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6242: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6243: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6244: (19, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6245: (7, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6246: (23, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6247: (5, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6248: (8, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6249: (0, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6250: (16, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6251: (0, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6252: (16, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6253: (21, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6254: (2, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6255: (13, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6256: (22, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6257: (1, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6258: (28, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6259: (28, 18), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6260: (29, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6261: (7, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6262: (17, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6263: (21, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6264: (6, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6265: (27, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6266: (18, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6267: (29, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6268: (15, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6269: (30, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6270: (25, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6271: (26, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6272: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6273: (25, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6274: (15, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6275: (1, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6276: (0, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6277: (6, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6278: (3, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6279: (22, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6280: (7, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6281: (21, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6282: (10, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6283: (24, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6284: (0, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6285: (30, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6286: (29, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6287: (21, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6288: (0, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6289: (10, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6290: (9, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6291: (0, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6292: (11, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6293: (2, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6294: (7, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6295: (8, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6296: (29, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6297: (5, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6298: (25, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6299: (7, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6300: (24, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6301: (2, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6302: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6303: (0, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6304: (17, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6305: (17, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6306: (7, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6307: (6, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6308: (29, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6309: (15, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6310: (14, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6311: (6, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6312: (26, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6313: (0, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6314: (7, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6315: (22, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6316: (18, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6317: (25, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6318: (30, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6319: (24, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6320: (12, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6321: (16, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6322: (23, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6323: (12, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6324: (0, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6325: (15, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6326: (26, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6327: (22, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6328: (28, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6329: (2, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6330: (13, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6331: (27, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6332: (5, 21), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6333: (13, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6334: (6, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6335: (15, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6336: (0, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6337: (13, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6338: (14, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6339: (14, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6340: (1, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6341: (10, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6342: (29, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6343: (19, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6344: (19, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6345: (21, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6346: (3, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6347: (17, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6348: (29, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6349: (23, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6350: (17, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6351: (28, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6352: (6, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6353: (2, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6354: (18, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6355: (28, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6356: (2, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6357: (26, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6358: (21, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6359: (20, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6360: (29, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6361: (10, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6362: (17, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6363: (18, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6364: (0, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6365: (15, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6366: (22, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6367: (18, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6368: (29, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6369: (15, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6370: (29, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6371: (22, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6372: (24, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6373: (29, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6374: (29, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6375: (27, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6376: (8, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6377: (29, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6378: (0, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6379: (20, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6380: (9, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6381: (12, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6382: (14, 6), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6383: (18, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6384: (17, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6385: (28, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6386: (22, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6387: (29, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6388: (15, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6389: (14, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6390: (27, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6391: (12, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6392: (24, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6393: (18, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6394: (3, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6395: (14, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6396: (15, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6397: (3, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6398: (24, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6399: (29, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6400: (17, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6401: (13, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6402: (23, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6403: (24, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6404: (3, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6405: (9, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6406: (29, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6407: (17, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6408: (19, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6409: (9, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6410: (29, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6411: (10, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6412: (19, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6413: (14, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6414: (23, 12), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6415: (11, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6416: (5, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6417: (7, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6418: (15, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6419: (10, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6420: (0, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6421: (4, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6422: (4, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6423: (26, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6424: (1, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6425: (22, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6426: (12, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6427: (13, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6428: (16, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6429: (0, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6430: (19, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6431: (1, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6432: (26, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6433: (7, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6434: (12, 22), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6435: (0, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6436: (15, 1), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6437: (30, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6438: (25, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6439: (18, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6440: (21, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6441: (3, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6442: (24, 25), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6443: (17, 2), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6444: (28, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6445: (9, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6446: (8, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6447: (16, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6448: (24, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6449: (30, 24), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6450: (17, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6451: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6452: (10, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6453: (2, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6454: (26, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6455: (19, 2), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6456: (11, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6457: (23, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6458: (16, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6459: (7, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6460: (15, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6461: (20, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6462: (21, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6463: (14, 4), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6464: (28, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6465: (5, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6466: (28, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6467: (24, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6468: (13, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6469: (4, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6470: (26, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6471: (17, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6472: (18, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6473: (16, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6474: (8, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6475: (4, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6476: (5, 10), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6477: (18, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6478: (21, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6479: (13, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6480: (29, 11), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6481: (4, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6482: (7, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6483: (10, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6484: (30, 23), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6485: (27, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6486: (20, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6487: (4, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6488: (12, 12), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6489: (16, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6490: (3, 14), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6491: (27, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6492: (2, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6493: (6, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6494: (1, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6495: (15, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6496: (9, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6497: (1, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6498: (1, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6499: (22, 8), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6500: (4, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6501: (16, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6502: (25, 29), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6503: (25, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6504: (8, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6505: (10, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6506: (1, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6507: (28, 21), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6508: (19, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6509: (15, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6510: (0, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6511: (15, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6512: (29, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6513: (26, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6514: (30, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6515: (29, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6516: (22, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6517: (29, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6518: (22, 18), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6519: (14, 9), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6520: (20, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6521: (15, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6522: (14, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6523: (15, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6524: (24, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6525: (13, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6526: (24, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6527: (20, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6528: (26, 6), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6529: (26, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6530: (22, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6531: (20, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6532: (8, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6533: (10, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6534: (2, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6535: (16, 12), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6536: (13, 26), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6537: (23, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6538: (28, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6539: (22, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6540: (11, 29), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6541: (27, 0), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6542: (10, 24), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6543: (17, 17), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6544: (1, 27), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6545: (17, 14), status: SUSCEPTIBLE, was infected 0 time(s).
Person 6546: (27, 19), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6547: (7, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6548: (12, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6549: (28, 15), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6550: (26, 4), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6551: (6, 28), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6552: (4, 16), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6553: (29, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6554: (13, 20), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6555: (11, 13), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6556: (30, 7), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6557: (22, 5), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6558: (5, 3), status: SUSCEPTIBLE, was infected 1 time(s).
Person 6559: (9, 23), status: SUSCEPTIBLE, was infected 1 time(s).
