Person 1: (49, 11), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2761: (50, 6), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2762: (33, 27), status: IMMUNE, was infected 63 time(s).
Person 2763: (24, 43), status: INFECTED, was infected 63 time(s).
Person 2764: (17, 16), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2765: (24, 11), status: INFECTED, was infected 65 time(s).
Person 2766: (36, 49), status: IMMUNE, was infected 66 time(s).
Person 2767: (49, 37), status: IMMUNE, was infected 64 time(s).
Person 2768: (8, 36), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2769: (49, 25), status: INFECTED, was infected 66 time(s).
Person 2770: (12, 48), status: INFECTED, was infected 68 time(s).
Person 2771: (49, 16), status: INFECTED, was infected 65 time(s).
Person 2772: (14, 48), status: INFECTED, was infected 65 time(s).
Person 2773: (9, 20), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2774: (25, 36), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2775: (42, 10), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2776: (26, 35), status: IMMUNE, was infected 63 time(s).
Person 2777: (9, 45), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2778: (19, 20), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2779: (36, 17), status: IMMUNE, was infected 66 time(s).
Person 2780: (1, 33), status: INFECTED, was infected 66 time(s).
Person 2781: (30, 29), status: INFECTED, was infected 65 time(s).
Person 2782: (49, 27), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2783: (32, 28), status: INFECTED, was infected 67 time(s).
Person 2784: (2, 40), status: INFECTED, was infected 64 time(s).
Person 2785: (5, 48), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2786: (25, 1), status: SUSCEPTIBLE, was infected 69 time(s).
Person 2787: (28, 38), status: IMMUNE, was infected 64 time(s).
Person 2788: (4, 15), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2789: (19, 28), status: IMMUNE, was infected 64 time(s).
Person 2790: (36, 26), status: IMMUNE, was infected 62 time(s).
Person 2791: (5, 30), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2792: (27, 13), status: INFECTED, was infected 66 time(s).
Person 2793: (17, 7), status: IMMUNE, was infected 65 time(s).
Person 2794: (49, 23), status: IMMUNE, was infected 64 time(s).
Person 2795: (17, 30), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2796: (49, 38), status: IMMUNE, was infected 64 time(s).
Person 2797: (22, 49), status: INFECTED, was infected 64 time(s).
Person 2798: (21, 25), status: INFECTED, was infected 67 time(s).
Person 2799: (41, 38), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2800: (22, 22), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2801: (0, 14), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2802: (42, 36), status: INFECTED, was infected 66 time(s).
Person 2803: (4, 9), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2804: (7, 1), status: SUSCEPTIBLE, was infected 67 time(s).
Person 2805: (6, 28), status: IMMUNE, was infected 63 time(s).
Person 2806: (22, 22), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2807: (31, 28), status: INFECTED, was infected 68 time(s).
Person 2808: (1, 39), status: INFECTED, was infected 65 time(s).
Person 2809: (31, 27), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2810: (49, 1), status: INFECTED, was infected 68 time(s).
Person 2811: (15, 40), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2812: (25, 14), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2813: (35, 20), status: IMMUNE, was infected 62 time(s).
Person 2814: (27, 23), status: INFECTED, was infected 65 time(s).
Person 2815: (2, 28), status: INFECTED, was infected 65 time(s).
Person 2816: (29, 0), status: INFECTED, was infected 65 time(s).
Person 2817: (16, 27), status: IMMUNE, was infected 64 time(s).
Person 2818: (37, 47), status: SUSCEPTIBLE, was infected 61 time(s).
Person 2819: (49, 8), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2820: (22, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2821: (25, 7), status: IMMUNE, was infected 66 time(s).
Person 2822: (35, 49), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2823: (17, 44), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2824: (33, 23), status: IMMUNE, was infected 65 time(s).
Person 2825: (16, 32), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2826: (25, 21), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2827: (0, 47), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2828: (29, 0), status: SUSCEPTIBLE, was infected 68 time(s).
Person 2829: (8, 20), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2830: (4, 32), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2831: (30, 34), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2832: (49, 13), status: INFECTED, was infected 65 time(s).
Person 2833: (45, 24), status: INFECTED, was infected 67 time(s).
Person 2834: (1, 18), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2835: (16, 12), status: SUSCEPTIBLE, was infected 67 time(s).
Person 2836: (4, 7), status: INFECTED, was infected 64 time(s).
Person 2837: (20, 16), status: IMMUNE, was infected 64 time(s).
Person 2838: (0, 10), status: INFECTED, was infected 67 time(s).
Person 2839: (0, 10), status: IMMUNE, was infected 65 time(s).
Person 2840: (19, 36), status: INFECTED, was infected 66 time(s).
Person 2841: (28, 48), status: SUSCEPTIBLE, was infected 68 time(s).
Person 2842: (49, 30), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2843: (0, 43), status: INFECTED, was infected 65 time(s).
Person 2844: (40, 4), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2845: (21, 34), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2846: (44, 48), status: IMMUNE, was infected 64 time(s).
Person 2847: (11, 6), status: IMMUNE, was infected 63 time(s).
Person 2848: (43, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2849: (17, 41), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2850: (10, 16), status: IMMUNE, was infected 65 time(s).
Person 2851: (48, 16), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2852: (22, 45), status: INFECTED, was infected 65 time(s).
Person 2853: (30, 22), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2854: (32, 36), status: SUSCEPTIBLE, was infected 69 time(s).
Person 2855: (9, 36), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2856: (5, 18), status: IMMUNE, was infected 64 time(s).
Person 2857: (4, 44), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2858: (11, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2859: (22, 9), status: INFECTED, was infected 64 time(s).
Person 2860: (35, 16), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2861: (34, 21), status: INFECTED, was infected 65 time(s).
Person 2862: (21, 7), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2863: (36, 31), status: INFECTED, was infected 64 time(s).
Person 2864: (18, 16), status: IMMUNE, was infected 67 time(s).
Person 2865: (11, 25), status: IMMUNE, was infected 66 time(s).
Person 2866: (48, 25), status: IMMUNE, was infected 67 time(s).
Person 2867: (26, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2868: (49, 43), status: IMMUNE, was infected 63 time(s).
Person 2869: (25, 26), status: IMMUNE, was infected 66 time(s).
Person 2870: (18, 19), status: IMMUNE, was infected 65 time(s).
Person 2871: (0, 4), status: INFECTED, was infected 70 time(s).
Person 2872: (9, 16), status: IMMUNE, was infected 65 time(s).
Person 2873: (4, 4), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2874: (34, 0), status: INFECTED, was infected 65 time(s).
Person 2875: (28, 23), status: IMMUNE, was infected 64 time(s).
Person 2876: (38, 8), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2877: (35, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2878: (0, 13), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2879: (6, 40), status: INFECTED, was infected 62 time(s).
Person 2880: (11, 39), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2881: (48, 12), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2882: (29, 23), status: IMMUNE, was infected 63 time(s).
Person 2883: (7, 3), status: IMMUNE, was infected 63 time(s).
Person 2884: (49, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2885: (14, 1), status: IMMUNE, was infected 65 time(s).
Person 2886: (25, 24), status: IMMUNE, was infected 68 time(s).
Person 2887: (32, 42), status: INFECTED, was infected 67 time(s).
Person 2888: (48, 9), status: INFECTED, was infected 68 time(s).
Person 2889: (19, 16), status: IMMUNE, was infected 66 time(s).
Person 2890: (1, 31), status: INFECTED, was infected 68 time(s).
Person 2891: (15, 48), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2892: (49, 0), status: IMMUNE, was infected 70 time(s).
Person 2893: (11, 36), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2894: (45, 38), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2895: (25, 42), status: IMMUNE, was infected 66 time(s).
Person 2896: (13, 6), status: INFECTED, was infected 64 time(s).
Person 2897: (22, 45), status: IMMUNE, was infected 63 time(s).
Person 2898: (0, 7), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2899: (6, 23), status: IMMUNE, was infected 62 time(s).
Person 2900: (24, 44), status: INFECTED, was infected 68 time(s).
Person 2901: (17, 4), status: INFECTED, was infected 65 time(s).
Person 2902: (46, 0), status: IMMUNE, was infected 63 time(s).
Person 2903: (48, 37), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2904: (43, 42), status: INFECTED, was infected 63 time(s).
Person 2905: (9, 40), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2906: (1, 0), status: INFECTED, was infected 66 time(s).
Person 2907: (19, 12), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2908: (49, 39), status: INFECTED, was infected 66 time(s).
Person 2909: (26, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2910: (12, 7), status: INFECTED, was infected 65 time(s).
Person 2911: (0, 0), status: INFECTED, was infected 70 time(s).
Person 2912: (31, 12), status: INFECTED, was infected 67 time(s).
Person 2913: (12, 6), status: IMMUNE, was infected 62 time(s).
Person 2914: (34, 10), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2915: (28, 44), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2916: (39, 16), status: SUSCEPTIBLE, was infected 68 time(s).
Person 2917: (9, 43), status: IMMUNE, was infected 65 time(s).
Person 2918: (22, 34), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2919: (6, 25), status: INFECTED, was infected 65 time(s).
Person 2920: (28, 44), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2921: (2, 25), status: INFECTED, was infected 68 time(s).
Person 2922: (36, 12), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2923: (11, 46), status: INFECTED, was infected 63 time(s).
Person 2924: (47, 26), status: INFECTED, was infected 64 time(s).
Person 2925: (28, 25), status: INFECTED, was infected 66 time(s).
Person 2926: (34, 11), status: INFECTED, was infected 64 time(s).
Person 2927: (28, 9), status: INFECTED, was infected 66 time(s).
Person 2928: (40, 15), status: IMMUNE, was infected 64 time(s).
Person 2929: (5, 5), status: IMMUNE, was infected 64 time(s).
Person 2930: (4, 31), status: INFECTED, was infected 66 time(s).
Person 2931: (30, 9), status: INFECTED, was infected 65 time(s).
Person 2932: (43, 13), status: IMMUNE, was infected 61 time(s).
Person 2933: (40, 19), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2934: (15, 10), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2935: (17, 15), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2936: (49, 16), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2937: (24, 5), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2938: (37, 14), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2939: (28, 17), status: IMMUNE, was infected 63 time(s).
Person 2940: (0, 18), status: INFECTED, was infected 65 time(s).
Person 2941: (48, 24), status: INFECTED, was infected 69 time(s).
Person 2942: (17, 30), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2943: (45, 49), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2944: (34, 48), status: IMMUNE, was infected 67 time(s).
Person 2945: (48, 23), status: IMMUNE, was infected 66 time(s).
Person 2946: (28, 7), status: INFECTED, was infected 67 time(s).
Person 2947: (0, 47), status: INFECTED, was infected 62 time(s).
Person 2948: (35, 48), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2949: (22, 22), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2950: (49, 45), status: INFECTED, was infected 64 time(s).
Person 2951: (0, 6), status: INFECTED, was infected 66 time(s).
Person 2952: (5, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2953: (28, 18), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2954: (11, 35), status: INFECTED, was infected 65 time(s).
Person 2955: (48, 38), status: INFECTED, was infected 67 time(s).
Person 2956: (37, 30), status: IMMUNE, was infected 65 time(s).
Person 2957: (4, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2958: (4, 0), status: INFECTED, was infected 66 time(s).
Person 2959: (31, 18), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2960: (11, 8), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2961: (12, 19), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2962: (48, 2), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2963: (49, 8), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2964: (48, 47), status: INFECTED, was infected 66 time(s).
Person 2965: (6, 19), status: IMMUNE, was infected 64 time(s).
Person 2966: (18, 28), status: IMMUNE, was infected 67 time(s).
Person 2967: (20, 44), status: SUSCEPTIBLE, was infected 62 time(s).
Person 2968: (3, 49), status: INFECTED, was infected 62 time(s).
Person 2969: (0, 23), status: IMMUNE, was infected 67 time(s).
Person 2970: (25, 0), status: IMMUNE, was infected 69 time(s).
Person 2971: (19, 38), status: INFECTED, was infected 67 time(s).
Person 2972: (17, 37), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2973: (43, 34), status: INFECTED, was infected 64 time(s).
Person 2974: (14, 49), status: IMMUNE, was infected 62 time(s).
Person 2975: (4, 18), status: INFECTED, was infected 64 time(s).
Person 2976: (9, 48), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2977: (23, 49), status: IMMUNE, was infected 63 time(s).
Person 2978: (26, 11), status: IMMUNE, was infected 63 time(s).
Person 2979: (21, 33), status: INFECTED, was infected 65 time(s).
Person 2980: (7, 37), status: SUSCEPTIBLE, was infected 66 time(s).
Person 2981: (49, 5), status: IMMUNE, was infected 64 time(s).
Person 2982: (14, 23), status: IMMUNE, was infected 64 time(s).
Person 2983: (29, 32), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2984: (32, 22), status: INFECTED, was infected 65 time(s).
Person 2985: (13, 6), status: IMMUNE, was infected 62 time(s).
Person 2986: (49, 10), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2987: (25, 4), status: IMMUNE, was infected 67 time(s).
Person 2988: (34, 9), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2989: (15, 21), status: INFECTED, was infected 64 time(s).
Person 2990: (44, 23), status: INFECTED, was infected 62 time(s).
Person 2991: (43, 7), status: INFECTED, was infected 62 time(s).
Person 2992: (4, 1), status: SUSCEPTIBLE, was infected 64 time(s).
Person 2993: (36, 49), status: INFECTED, was infected 67 time(s).
Person 2994: (29, 11), status: IMMUNE, was infected 64 time(s).
Person 2995: (39, 45), status: SUSCEPTIBLE, was infected 65 time(s).
Person 2996: (49, 18), status: INFECTED, was infected 64 time(s).
Person 2997: (38, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2998: (49, 23), status: IMMUNE, was infected 66 time(s).
Person 2999: (34, 8), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3000: (0, 16), status: IMMUNE, was infected 68 time(s).
Person 3001: (29, 33), status: INFECTED, was infected 68 time(s).
Person 3002: (0, 7), status: IMMUNE, was infected 66 time(s).
Person 3003: (13, 8), status: INFECTED, was infected 69 time(s).
Person 3004: (39, 2), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3005: (21, 24), status: INFECTED, was infected 66 time(s).
Person 3006: (42, 17), status: INFECTED, was infected 66 time(s).
Person 3007: (20, 1), status: IMMUNE, was infected 66 time(s).
Person 3008: (24, 7), status: INFECTED, was infected 65 time(s).
Person 3009: (40, 1), status: INFECTED, was infected 65 time(s).
Person 3010: (32, 21), status: IMMUNE, was infected 67 time(s).
Person 3011: (40, 45), status: IMMUNE, was infected 64 time(s).
Person 3012: (47, 20), status: INFECTED, was infected 62 time(s).
Person 3013: (48, 21), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3014: (0, 12), status: INFECTED, was infected 65 time(s).
Person 3015: (18, 16), status: INFECTED, was infected 66 time(s).
Person 3016: (24, 41), status: INFECTED, was infected 66 time(s).
Person 3017: (29, 26), status: IMMUNE, was infected 64 time(s).
Person 3018: (13, 14), status: IMMUNE, was infected 64 time(s).
Person 3019: (10, 4), status: IMMUNE, was infected 62 time(s).
Person 3020: (28, 44), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3021: (0, 13), status: INFECTED, was infected 68 time(s).
Person 3022: (30, 49), status: INFECTED, was infected 68 time(s).
Person 3023: (21, 25), status: IMMUNE, was infected 68 time(s).
Person 3024: (21, 46), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3025: (41, 0), status: INFECTED, was infected 70 time(s).
Person 3026: (15, 0), status: IMMUNE, was infected 65 time(s).
Person 3027: (45, 9), status: INFECTED, was infected 66 time(s).
Person 3028: (9, 49), status: IMMUNE, was infected 65 time(s).
Person 3029: (42, 21), status: INFECTED, was infected 66 time(s).
Person 3030: (30, 22), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3031: (35, 29), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3032: (31, 16), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3033: (49, 44), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3034: (44, 0), status: IMMUNE, was infected 63 time(s).
Person 3035: (20, 4), status: IMMUNE, was infected 65 time(s).
Person 3036: (29, 22), status: IMMUNE, was infected 65 time(s).
Person 3037: (31, 9), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3038: (11, 32), status: IMMUNE, was infected 65 time(s).
Person 3039: (25, 41), status: INFECTED, was infected 69 time(s).
Person 3040: (35, 7), status: IMMUNE, was infected 64 time(s).
Person 3041: (36, 49), status: INFECTED, was infected 68 time(s).
Person 3042: (19, 6), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3043: (48, 20), status: IMMUNE, was infected 64 time(s).
Person 3044: (1, 19), status: SUSCEPTIBLE, was infected 66 time(s).
Person 3045: (10, 35), status: IMMUNE, was infected 65 time(s).
Person 3046: (50, 25), status: SUSCEPTIBLE, was infected 67 time(s).
Person 3047: (28, 10), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3048: (13, 13), status: IMMUNE, was infected 67 time(s).
Person 3049: (18, 30), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3050: (30, 7), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3051: (0, 26), status: IMMUNE, was infected 64 time(s).
Person 3052: (35, 26), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3053: (17, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3054: (4, 33), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3055: (41, 37), status: INFECTED, was infected 67 time(s).
Person 3056: (19, 29), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3057: (10, 0), status: IMMUNE, was infected 63 time(s).
Person 3058: (38, 11), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3059: (37, 22), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3060: (46, 26), status: IMMUNE, was infected 62 time(s).
Person 3061: (40, 44), status: IMMUNE, was infected 64 time(s).
Person 3062: (43, 0), status: IMMUNE, was infected 65 time(s).
Person 3063: (24, 40), status: INFECTED, was infected 68 time(s).
Person 3064: (28, 21), status: INFECTED, was infected 63 time(s).
Person 3065: (21, 11), status: IMMUNE, was infected 62 time(s).
Person 3066: (48, 18), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3067: (40, 29), status: IMMUNE, was infected 68 time(s).
Person 3068: (11, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3069: (37, 17), status: INFECTED, was infected 66 time(s).
Person 3070: (6, 44), status: IMMUNE, was infected 64 time(s).
Person 3071: (47, 42), status: SUSCEPTIBLE, was infected 61 time(s).
Person 3072: (36, 18), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3073: (10, 38), status: IMMUNE, was infected 65 time(s).
Person 3074: (16, 0), status: INFECTED, was infected 71 time(s).
Person 3075: (0, 47), status: INFECTED, was infected 67 time(s).
Person 3076: (39, 27), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3077: (12, 46), status: SUSCEPTIBLE, was infected 60 time(s).
Person 3078: (45, 10), status: IMMUNE, was infected 62 time(s).
Person 3079: (29, 44), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3080: (28, 17), status: INFECTED, was infected 64 time(s).
Person 3081: (39, 35), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3082: (35, 26), status: IMMUNE, was infected 63 time(s).
Person 3083: (42, 15), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3084: (31, 29), status: IMMUNE, was infected 64 time(s).
Person 3085: (0, 46), status: IMMUNE, was infected 64 time(s).
Person 3086: (16, 13), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3087: (39, 11), status: SUSCEPTIBLE, was infected 66 time(s).
Person 3088: (25, 24), status: INFECTED, was infected 69 time(s).
Person 3089: (16, 0), status: SUSCEPTIBLE, was infected 66 time(s).
Person 3090: (29, 48), status: IMMUNE, was infected 66 time(s).
Person 3091: (15, 20), status: IMMUNE, was infected 66 time(s).
Person 3092: (36, 37), status: SUSCEPTIBLE, was infected 67 time(s).
Person 3093: (4, 28), status: INFECTED, was infected 67 time(s).
Person 3094: (13, 37), status: INFECTED, was infected 67 time(s).
Person 3095: (7, 39), status: INFECTED, was infected 65 time(s).
Person 3096: (36, 37), status: IMMUNE, was infected 63 time(s).
Person 3097: (43, 15), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3098: (13, 20), status: INFECTED, was infected 65 time(s).
Person 3099: (49, 2), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3100: (15, 26), status: INFECTED, was infected 64 time(s).
Person 3101: (40, 47), status: SUSCEPTIBLE, was infected 60 time(s).
Person 3102: (40, 22), status: INFECTED, was infected 66 time(s).
Person 3103: (5, 20), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3104: (49, 2), status: IMMUNE, was infected 62 time(s).
Person 3105: (43, 6), status: IMMUNE, was infected 63 time(s).
Person 3106: (41, 6), status: IMMUNE, was infected 64 time(s).
Person 3107: (30, 7), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3108: (19, 3), status: INFECTED, was infected 64 time(s).
Person 3109: (27, 23), status: INFECTED, was infected 66 time(s).
Person 3110: (35, 16), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3111: (36, 21), status: INFECTED, was infected 67 time(s).
Person 3112: (8, 10), status: IMMUNE, was infected 65 time(s).
Person 3113: (7, 36), status: IMMUNE, was infected 67 time(s).
Person 3114: (16, 1), status: IMMUNE, was infected 67 time(s).
Person 3115: (44, 24), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3116: (25, 46), status: INFECTED, was infected 67 time(s).
Person 3117: (4, 18), status: INFECTED, was infected 66 time(s).
Person 3118: (39, 48), status: IMMUNE, was infected 65 time(s).
Person 3119: (49, 8), status: SUSCEPTIBLE, was infected 66 time(s).
Person 3120: (9, 32), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3121: (24, 17), status: INFECTED, was infected 68 time(s).
Person 3122: (10, 6), status: IMMUNE, was infected 63 time(s).
Person 3123: (39, 38), status: IMMUNE, was infected 62 time(s).
Person 3124: (37, 29), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3125: (4, 26), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3126: (3, 15), status: IMMUNE, was infected 63 time(s).
Person 3127: (0, 24), status: INFECTED, was infected 70 time(s).
Person 3128: (49, 7), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3129: (16, 14), status: IMMUNE, was infected 63 time(s).
Person 3130: (0, 34), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3131: (0, 21), status: IMMUNE, was infected 64 time(s).
Person 3132: (49, 36), status: INFECTED, was infected 68 time(s).
Person 3133: (49, 4), status: SUSCEPTIBLE, was infected 68 time(s).
Person 3134: (45, 49), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3135: (19, 1), status: IMMUNE, was infected 64 time(s).
Person 3136: (0, 43), status: INFECTED, was infected 70 time(s).
Person 3137: (42, 7), status: INFECTED, was infected 63 time(s).
Person 3138: (0, 39), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3139: (22, 20), status: INFECTED, was infected 64 time(s).
Person 3140: (7, 0), status: INFECTED, was infected 65 time(s).
Person 3141: (1, 6), status: SUSCEPTIBLE, was infected 62 time(s).
Person 3142: (33, 11), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3143: (3, 36), status: INFECTED, was infected 63 time(s).
Person 3144: (35, 20), status: INFECTED, was infected 63 time(s).
Person 3145: (13, 32), status: SUSCEPTIBLE, was infected 66 time(s).
Person 3146: (17, 8), status: INFECTED, was infected 64 time(s).
Person 3147: (29, 30), status: IMMUNE, was infected 62 time(s).
Person 3148: (6, 48), status: SUSCEPTIBLE, was infected 67 time(s).
Person 3149: (5, 0), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3150: (15, 17), status: INFECTED, was infected 64 time(s).
Person 3151: (29, 44), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3152: (49, 23), status: IMMUNE, was infected 65 time(s).
Person 3153: (17, 23), status: IMMUNE, was infected 65 time(s).
Person 3154: (37, 46), status: IMMUNE, was infected 65 time(s).
Person 3155: (32, 17), status: IMMUNE, was infected 68 time(s).
Person 3156: (16, 5), status: SUSCEPTIBLE, was infected 64 time(s).
Person 3157: (1, 13), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3158: (43, 49), status: INFECTED, was infected 68 time(s).
Person 3159: (33, 0), status: IMMUNE, was infected 66 time(s).
Person 3160: (9, 27), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3161: (26, 49), status: INFECTED, was infected 66 time(s).
Person 3162: (44, 26), status: IMMUNE, was infected 64 time(s).
Person 3163: (22, 45), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3164: (32, 25), status: IMMUNE, was infected 64 time(s).
Person 3165: (4, 0), status: INFECTED, was infected 64 time(s).
Person 3166: (39, 15), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3167: (30, 35), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3168: (38, 7), status: SUSCEPTIBLE, was infected 63 time(s).
Person 3169: (7, 3), status: INFECTED, was infected 64 time(s).
Person 3170: (42, 4), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3171: (24, 48), status: IMMUNE, was infected 68 time(s).
Person 3172: (30, 36), status: IMMUNE, was infected 67 time(s).
Person 3173: (34, 0), status: SUSCEPTIBLE, was infected 65 time(s).
Person 3174: (35, 44), status: SUSCEPTIBLE, was infected 64 time(s).
